<<<<<<< Updated upstream
PCS_ID,PCS_Name,Category,Physical_Effect,Type,Size_LxWxH_cm,Brand,Product_Reference,Availability,Image,Publication,PCS_Level,Price_USD,Year,Target_Body,Angle_Horizontal,Distance_Horizontal,Distance_Vertical,Plug_Power,Research_Center,Country,Context,Posture,Manikin_Company,Manikin_Type,Manikin_Gender,Manikin_Body_Segments,Control_Method,Baseline_Ta,Baseline_MRT,Baseline_RH,Baseline_V,PCS_Ta,PCS_MRT,PCS_RH,PCS_V,Baseline_Tsk_All,Baseline_Tsk_Head,Baseline_Tsk_Chest,Baseline_Tsk_Back,Baseline_Tsk_Pelvis,Baseline_Tsk_Left_Upper_Arm,Baseline_Tsk_Right_Upper_Arm,Baseline_Tsk_Left_Forearm,Baseline_Tsk_Right_Forearm,Baseline_Tsk_Left_Hand,Baseline_Tsk_Right_Hand,Baseline_Tsk_Left_Thigh,Baseline_Tsk_Right_Thigh,Baseline_Tsk_Left_Lower_Leg,Baseline_Tsk_Right_Lower_Leg,Baseline_Tsk_Left_Foot,Baseline_Tsk_Right_Foot,Baseline_P_All,Baseline_P_Head,Baseline_P_Chest,Baseline_P_Back,Baseline_P_Pelvis,Baseline_P_Left_Upper_Arm,Baseline_P_Right_Upper_Arm,Baseline_P_Left_Forearm,Baseline_P_Right_Forearm,Baseline_P_Left_Hand,Baseline_P_Right_Hand,Baseline_P_Left_Thigh,Baseline_P_Right_Thigh,Baseline_P_Left_Lower_Leg,Baseline_P_Right_Lower_Leg,Baseline_P_Left_Foot,Baseline_P_Right_Foot,PCS_Tsk_All,PCS_Tsk_Head,PCS_Tsk_Chest,PCS_Tsk_Back,PCS_Tsk_Pelvis,PCS_Tsk_Left_Upper_Arm,PCS_Tsk_Right_Upper_Arm,PCS_Tsk_Left_Forearm,PCS_Tsk_Right_Forearm,PCS_Tsk_Left_Hand,PCS_Tsk_Right_Hand,PCS_Tsk_Left_Thigh,PCS_Tsk_Right_Thigh,PCS_Tsk_Left_Lower_Leg,PCS_Tsk_Right_Lower_Leg,PCS_Tsk_Left_Foot,PCS_Tsk_Right_Foot,PCS_P_All,PCS_P_Head,PCS_P_Chest,PCS_P_Back,PCS_P_Pelvis,PCS_P_Left_Upper_Arm,PCS_P_Right_Upper_Arm,PCS_P_Left_Forearm,PCS_P_Right_Forearm,PCS_P_Left_Hand,PCS_P_Right_Hand,PCS_P_Left_Thigh,PCS_P_Right_Thigh,PCS_P_Left_Lower_Leg,PCS_P_Right_Lower_Leg,PCS_P_Left_Foot,PCS_P_Right_Foot,Delta_Teq_All,Delta_Teq_Head,Delta_Teq_Chest,Delta_Teq_Back,Delta_Teq_Pelvis,Delta_Teq_Left_Upper_Arm,Delta_Teq_Right_Upper_Arm,Delta_Teq_Left_Forearm,Delta_Teq_Right_Forearm,Delta_Teq_Left_Hand,Delta_Teq_Right_Hand,Delta_Teq_Left_Thigh,Delta_Teq_Right_Thigh,Delta_Teq_Left_Lower_Leg,Delta_Teq_Right_Lower_Leg,Delta_Teq_Left_Foot,Delta_Teq_Right_Foot,Delta_P_All,Delta_P_Head,Delta_P_Chest,Delta_P_Back,Delta_P_Pelvis,Delta_P_Left_Upper_Arm,Delta_P_Right_Upper_Arm,Delta_P_Left_Forearm,Delta_P_Right_Forearm,Delta_P_Left_Hand,Delta_P_Right_Hand,Delta_P_Left_Thigh,Delta_P_Right_Thigh,Delta_P_Left_Lower_Leg,Delta_P_Right_Lower_Leg,Delta_P_Left_Foot,Delta_P_Right_Foot,Clo_All,Clo_Head,Clo_Chest,Clo_Back,Clo_Pelvis,Clo_Left_Upper_Arm,Clo_Right_Upper_Arm,Clo_Left_Forearm,Clo_Right_Forearm,Clo_Left_Hand,Clo_Right_Hand,Clo_Left_Thigh,Clo_Right_Thigh,Clo_Left_Lower_Leg,Clo_Right_Lower_Leg,Clo_Left_Foot,Clo_Right_Foot
26,StandHeatPanel_Curved,Heating,Radiant,Curved electrical heating panel,"83, 57, 78",Mitsubishi,nan,Prototype,ID26_StandHeatPanel_Curved.jpg,10.1016/j.buildenv.2024.111260,10/10,nan,2022,"Left_Thigh, Right_Thigh, Left_Lower_Leg, Right_Lower_Leg, Left_Foot, Right_Foot",0,35,10,128,Technical University of Denmark,Denmark,Office,sitting,PT Teknik,Thermal,Female,24,ComfortControl,19.49166667,19.49166667,nan,nan,19.49166667,19.49166667,nan,nan,33.7,33.1572609,34.5,34.47222222,34.93333333,33.7,33.7,32.97777778,33,30.93611111,31.3,33.89861111,33.9,32.99444444,33.075,33.75,33.6,49.58611111,60.41444269,35.19305556,35.34027778,26.83333333,49.47222222,50.10277778,63.7,63.05,101.025,93.85,46.21388889,46.70277778,62.44166667,61.16388889,49,51.2,33.9,33.13965805,34.59861111,34.49166667,34.96666667,33.8,33.7,33,33.1,30.9,31.36388889,34.4,34.40138889,33.34722222,33.49166667,34,33.89722222,46.00833333,60.59427743,34.00694444,35.28611111,26.28518519,48.79166667,49.40555556,62.2,60.91944444,101.7166667,93.09444444,36.53194444,36.6625,56.93888889,54.27777778,44.70833333,46.23055556,1.157238127,-0.034658279,0.573150786,0.040972675,0.350539353,0.282493339,0.182908913,0.315623825,0.519567514,-0.107486349,0.149297417,3.164353653,3.277284886,1.460515528,1.860500024,1.41416502,1.576761822,3.577777778,-0.17983474,1.186111111,0.054166667,0.548148148,0.680555556,0.697222222,1.5,2.130555556,-0.691666667,0.755555556,9.681944444,10.04027778,5.502777778,6.886111111,4.291666667,4.969444444,0.719803138,0.108201237,1.421034216,1.417746015,1.754947286,0.964887379,0.755215681,0.643770353,0.477803648,0.129219456,0.096072146,0.760654647,0.740799504,0.498942514,0.489303915,0.328874206,0.309990197
26,StandHeatPanel_Curved,Heating,Radiant,Curved electrical heating panel,"83, 57, 79",Mitsubishi,nan,Prototype,ID26_StandHeatPanel_Curved.jpg,10.1016/j.buildenv.2024.111260,7/10,nan,2022,"Left_Thigh, Right_Thigh, Left_Lower_Leg, Right_Lower_Leg, Left_Foot, Right_Foot",0,35,10,88,Technical University of Denmark,Denmark,Office,sitting,PT Teknik,Thermal,Female,24,ComfortControl,19.49166667,19.49166667,nan,nan,19.49166667,19.49166667,nan,nan,33.7,33.1572609,34.5,34.47222222,34.93333333,33.7,33.7,32.97777778,33,30.93611111,31.3,33.89861111,33.9,32.99444444,33.075,33.75,33.6,49.58611111,60.41444269,35.19305556,35.34027778,26.83333333,49.47222222,50.10277778,63.7,63.05,101.025,93.85,46.21388889,46.70277778,62.44166667,61.16388889,49,51.2,33.8,33.16392405,34.5,34.45,34.93333333,33.8,33.7,33,33.1,30.89444444,31.29444444,34.23611111,34.2,33.3,33.4,33.9,33.8,47.27222222,60.21969058,34.64583333,35.66666667,27.20555556,48.775,49.43333333,62.48611111,61.58333333,102.2111111,93.94722222,40.36527778,40.3875,58.01666667,55.7,45.58333333,47.3,0.719083354,0.06213109,0.218933328,-0.15325409,-0.18711339,0.286962564,0.175621705,0.259660186,0.388828745,-0.164065167,-0.016545624,1.923855211,2.032022081,1.196331041,1.470631389,1.076810987,1.204177529,2.313888889,0.19475211,0.547222222,-0.326388889,-0.372222222,0.697222222,0.669444444,1.213888889,1.466666667,-1.186111111,-0.097222222,5.848611111,6.315277778,4.425,5.463888889,3.416666667,3.9,0.719803138,0.108201237,1.421034216,1.417746015,1.754947286,0.964887379,0.755215681,0.643770353,0.477803648,0.129219456,0.096072146,0.760654647,0.740799504,0.498942514,0.489303915,0.328874206,0.309990197
26,StandHeatPanel_Curved,Heating,Radiant,Curved electrical heating panel,"83, 57, 80",Mitsubishi,nan,Prototype,ID26_StandHeatPanel_Curved.jpg,10.1016/j.buildenv.2024.111260,4/10,nan,2022,"Left_Thigh, Right_Thigh, Left_Lower_Leg, Right_Lower_Leg, Left_Foot, Right_Foot",0,35,10,51,Technical University of Denmark,Denmark,Office,sitting,PT Teknik,Thermal,Female,24,ComfortControl,19.49166667,19.49166667,nan,nan,19.49166667,19.49166667,nan,nan,33.7,33.1572609,34.5,34.47222222,34.93333333,33.7,33.7,32.97777778,33,30.93611111,31.3,33.89861111,33.9,32.99444444,33.075,33.75,33.6,49.58611111,60.41444269,35.19305556,35.34027778,26.83333333,49.47222222,50.10277778,63.7,63.05,101.025,93.85,46.21388889,46.70277778,62.44166667,61.16388889,49,51.2,33.79444444,33.16062764,34.5,34.5,34.96851852,33.8,33.7,33,33.00833333,30.9,31.29444444,34.15,34.10555556,33.13333333,33.30277778,33.9,33.8,47.85,60.33267405,34.49166667,35.04861111,26.1962963,48.76666667,49.65277778,63.15,62.21111111,102.2916667,94.36666667,41.87916667,42.19166667,60.86666667,57.10277778,46.43055556,48.13333333,0.558942759,0.031295959,0.280601185,0.14378209,0.390788879,0.289197176,0.118052764,0.12980281,0.173534623,-0.166822391,-0.063959917,1.455652935,1.459941726,0.45594457,1.079284179,0.846992002,0.989609681,1.736111111,0.081768636,0.701388889,0.291666667,0.637037037,0.705555556,0.45,0.55,0.838888889,-1.266666667,-0.516666667,4.334722222,4.511111111,1.575,4.061111111,2.569444444,3.066666667,0.719803138,0.108201237,1.421034216,1.417746015,1.754947286,0.964887379,0.755215681,0.643770353,0.477803648,0.129219456,0.096072146,0.760654647,0.740799504,0.498942514,0.489303915,0.328874206,0.309990197
26,StandHeatPanel_Curved,Heating,Radiant,Curved electrical heating panel,"83, 57, 81",Mitsubishi,nan,Prototype,ID26_StandHeatPanel_Curved.jpg,10.1016/j.buildenv.2024.111260,2/10,nan,2022,"Left_Thigh, Right_Thigh, Left_Lower_Leg, Right_Lower_Leg, Left_Foot, Right_Foot",0,35,10,25,Technical University of Denmark,Denmark,Office,sitting,PT Teknik,Thermal,Female,24,ComfortControl,19.49166667,19.49166667,nan,nan,19.49166667,19.49166667,nan,nan,33.7,33.1572609,34.5,34.47222222,34.93333333,33.7,33.7,32.97777778,33,30.93611111,31.3,33.89861111,33.9,32.99444444,33.075,33.75,33.6,49.58611111,60.41444269,35.19305556,35.34027778,26.83333333,49.47222222,50.10277778,63.7,63.05,101.025,93.85,46.21388889,46.70277778,62.44166667,61.16388889,49,51.2,33.80277778,33.16392405,34.5,34.525,34.93333333,33.79722222,33.7,33,33,30.9,31.31388889,34.00138889,34,33.10833333,33.31666667,33.8,33.7,48.41111111,60.09295886,34.7375,34.94583333,26.38888889,48.80277778,49.74444444,63.5,62.3,101.5583333,93.55,44.18472222,44.43333333,60.525,57.38611111,47.45,49.20833333,0.417150237,0.080652741,0.182259288,0.21016635,0.244759765,0.276736078,0.094004979,0.061342436,0.147696517,-0.091147439,0.047801099,0.657095099,0.727748878,0.499723845,1.033765645,0.470455716,0.612817157,1.175,0.321483826,0.455555556,0.394444444,0.444444444,0.669444444,0.358333333,0.2,0.75,-0.533333333,0.3,2.029166667,2.269444444,1.916666667,3.777777778,1.55,1.991666667,0.719803138,0.108201237,1.421034216,1.417746015,1.754947286,0.964887379,0.755215681,0.643770353,0.477803648,0.129219456,0.096072146,0.760654647,0.740799504,0.498942514,0.489303915,0.328874206,0.309990197
26,StandHeatPanel_Curved,Heating,Radiant,Curved electrical heating panel,"83, 57, 82",Mitsubishi,nan,Prototype,ID26_StandHeatPanel_Curved.jpg,10.1016/j.buildenv.2024.111260,10/10,nan,2022,"Left_Thigh, Right_Thigh, Left_Lower_Leg, Right_Lower_Leg, Left_Foot, Right_Foot",0,35,10,128,Technical University of Denmark,Denmark,Office,sitting,PT Teknik,Thermal,Female,24,ComfortControl,17.4,17.4,nan,nan,17.4,17.4,nan,nan,33.39444444,32.70051424,34.2,34.25,34.73333333,33.39722222,33.3,32.5,32.5,30.16944444,30.54444444,33.58472222,33.49583333,32.61111111,32.76388889,33.40277778,33.29722222,56.29444444,68.78296414,40.10694444,40.16805556,30.82962963,55.94166667,57.06111111,72.42777778,71.72222222,115.45,108.3027778,52.70972222,53.20138889,70.23333333,67.61111111,55.08333333,57.73055556,33.58611111,32.6886955,34.3,34.25,34.76666667,33.4,33.4,32.53333333,32.7,30.10833333,30.69444444,34.10138889,34.04722222,32.91388889,33.00833333,33.62222222,33.53888889,52.66388889,68.96316807,38.74166667,39.92083333,30.12037037,55.425,56.15,71.18055556,69.04166667,116.0277778,105.6388889,42.61111111,42.9625,64.26111111,62.91666667,50.90277778,52.73333333,1.163025543,-0.040515959,0.646213314,0.098711877,0.43442739,0.141323741,0.339020412,0.277291333,0.727878293,-0.1207338,0.451127862,3.31197419,3.393600541,1.505017133,1.22874391,1.35346927,1.528358528,3.630555556,-0.180203938,1.365277778,0.247222222,0.709259259,0.516666667,0.911111111,1.247222222,2.680555556,-0.577777778,2.663888889,10.09861111,10.23888889,5.972222222,4.694444444,4.180555556,4.997222222,0.719803138,0.108201237,1.421034216,1.417746015,1.754947286,0.964887379,0.755215681,0.643770353,0.477803648,0.129219456,0.096072146,0.760654647,0.740799504,0.498942514,0.489303915,0.328874206,0.309990197
26,StandHeatPanel_Curved,Heating,Radiant,Curved electrical heating panel,"83, 57, 83",Mitsubishi,nan,Prototype,ID26_StandHeatPanel_Curved.jpg,10.1016/j.buildenv.2024.111260,7/10,nan,2022,"Left_Thigh, Right_Thigh, Left_Lower_Leg, Right_Lower_Leg, Left_Foot, Right_Foot",0,35,10,88,Technical University of Denmark,Denmark,Office,sitting,PT Teknik,Thermal,Female,24,ComfortControl,17.4,17.4,nan,nan,17.4,17.4,nan,nan,33.39444444,32.70051424,34.2,34.25,34.73333333,33.39722222,33.3,32.5,32.5,30.16944444,30.54444444,33.58472222,33.49583333,32.61111111,32.76388889,33.40277778,33.29722222,56.29444444,68.78296414,40.10694444,40.16805556,30.82962963,55.94166667,57.06111111,72.42777778,71.72222222,115.45,108.3027778,52.70972222,53.20138889,70.23333333,67.61111111,55.08333333,57.73055556,33.5,32.70278217,34.3,34.25,34.76666667,33.4,33.4,32.51944444,32.6,30.1,30.6,33.90277778,33.9,32.81111111,32.99722222,33.6,33.5,53.46388889,68.51451301,38.80833333,39.59444444,29.90740741,55.00555556,55.98611111,71.24722222,70.1,116.0833333,107.2666667,45.775,46.00972222,65.79722222,63.22777778,51.49722222,53.39722222,0.862873608,0.076189749,0.619544034,0.228069818,0.544777992,0.253799228,0.382014937,0.250362373,0.419462097,-0.134800084,0.17267828,2.228984775,2.402245942,1.09301221,1.152401118,1.169997006,1.318530587,2.830555556,0.268451125,1.298611111,0.573611111,0.922222222,0.936111111,1.075,1.180555556,1.622222222,-0.633333333,1.036111111,6.934722222,7.191666667,4.436111111,4.383333333,3.586111111,4.333333333,0.719803138,0.108201237,1.421034216,1.417746015,1.754947286,0.964887379,0.755215681,0.643770353,0.477803648,0.129219456,0.096072146,0.760654647,0.740799504,0.498942514,0.489303915,0.328874206,0.309990197
26,StandHeatPanel_Curved,Heating,Radiant,Curved electrical heating panel,"83, 57, 84",Mitsubishi,nan,Prototype,ID26_StandHeatPanel_Curved.jpg,10.1016/j.buildenv.2024.111260,4/10,nan,2022,"Left_Thigh, Right_Thigh, Left_Lower_Leg, Right_Lower_Leg, Left_Foot, Right_Foot",0,35,10,51,Technical University of Denmark,Denmark,Office,sitting,PT Teknik,Thermal,Female,24,ComfortControl,17.4,17.4,nan,nan,17.4,17.4,nan,nan,33.39444444,32.70051424,34.2,34.25,34.73333333,33.39722222,33.3,32.5,32.5,30.16944444,30.54444444,33.58472222,33.49583333,32.61111111,32.76388889,33.40277778,33.29722222,56.29444444,68.78296414,40.10694444,40.16805556,30.82962963,55.94166667,57.06111111,72.42777778,71.72222222,115.45,108.3027778,52.70972222,53.20138889,70.23333333,67.61111111,55.08333333,57.73055556,33.40833333,32.70221519,34.29861111,34.25,34.76666667,33.4,33.30277778,32.5,32.56388889,30.1,30.58611111,33.8,33.77638889,32.78888889,32.89722222,33.50833333,33.4,54.63055556,68.63114891,39.42916667,39.79722222,30.2712963,55.68333333,56.39444444,71.82777778,71.14722222,116.4305556,107.4083333,48.60833333,48.9,67.34166667,64.95,52.78888889,54.93055556,0.459064074,0.036522376,0.369778216,0.147460341,0.345573296,0.07205076,0.177670762,0.117360641,0.177122885,-0.170631027,0.142775292,1.3477617,1.480618031,0.759885298,0.691297172,0.727950576,0.823725747,1.663888889,0.151815225,0.677777778,0.370833333,0.558333333,0.258333333,0.666666667,0.6,0.575,-0.980555556,0.894444444,4.101388889,4.301388889,2.891666667,2.661111111,2.294444444,2.8,0.719803138,0.108201237,1.421034216,1.417746015,1.754947286,0.964887379,0.755215681,0.643770353,0.477803648,0.129219456,0.096072146,0.760654647,0.740799504,0.498942514,0.489303915,0.328874206,0.309990197
26,StandHeatPanel_Curved,Heating,Radiant,Curved electrical heating panel,"83, 57, 85",Mitsubishi,nan,Prototype,ID26_StandHeatPanel_Curved.jpg,10.1016/j.buildenv.2024.111260,2/10,nan,2022,"Left_Thigh, Right_Thigh, Left_Lower_Leg, Right_Lower_Leg, Left_Foot, Right_Foot",0,35,10,25,Technical University of Denmark,Denmark,Office,sitting,PT Teknik,Thermal,Female,24,ComfortControl,17.4,17.4,nan,nan,17.4,17.4,nan,nan,33.39444444,32.70051424,34.2,34.25,34.73333333,33.39722222,33.3,32.5,32.5,30.16944444,30.54444444,33.58472222,33.49583333,32.61111111,32.76388889,33.40277778,33.29722222,56.29444444,68.78296414,40.10694444,40.16805556,30.82962963,55.94166667,57.06111111,72.42777778,71.72222222,115.45,108.3027778,52.70972222,53.20138889,70.23333333,67.61111111,55.08333333,57.73055556,33.4,32.70221519,34.23194444,34.25,34.73333333,33.4,33.3,32.5,32.5,30.1,30.58888889,33.65,33.64861111,32.70277778,32.8,33.51666667,33.4,55.40555556,68.64616737,39.75972222,39.75972222,30.41944444,55.83611111,56.48333333,71.9,71.4,116.2638889,107.5666667,50.82083333,51.1,68.64444444,66.225,53.825,56.05277778,0.243378693,0.028726406,0.170868094,0.162649027,0.225957817,0.031082867,0.15157392,0.103233897,0.0634548,-0.153432174,0.127654959,0.580693175,0.736220237,0.411518253,0.326741545,0.455226594,0.534774378,0.888888889,0.136796765,0.347222222,0.408333333,0.410185185,0.105555556,0.577777778,0.527777778,0.322222222,-0.813888889,0.736111111,1.888888889,2.101388889,1.588888889,1.386111111,1.258333333,1.677777778,0.719803138,0.108201237,1.421034216,1.417746015,1.754947286,0.964887379,0.755215681,0.643770353,0.477803648,0.129219456,0.096072146,0.760654647,0.740799504,0.498942514,0.489303915,0.328874206,0.309990197
26,StandHeatPanel_Curved,Heating,Radiant,Curved electrical heating panel,"83, 57, 86",Mitsubishi,nan,Prototype,ID26_StandHeatPanel_Curved.jpg,10.1016/j.buildenv.2024.111260,10/10,nan,2022,"Left_Thigh, Right_Thigh, Left_Lower_Leg, Right_Lower_Leg, Left_Foot, Right_Foot",0,35,10,128,Technical University of Denmark,Denmark,Office,sitting,PT Teknik,Thermal,Female,24,ComfortControl,15.33055556,15.33055556,nan,nan,15.33055556,15.33055556,nan,nan,32.99722222,32.19776723,33.92361111,33.95,34.53333333,33,32.9,32,32,29.3,29.71944444,33.15555556,33.15,32.13055556,32.23611111,33.01388889,32.9,63.66111111,77.6072565,45.47083333,44.94722222,35.10092593,63.25833333,64.25,81.6,81.22222222,131.3666667,123.0138889,59.78472222,60.24444444,78.95277778,76.89722222,62.11388889,64.8,33.2,32.22303973,34,33.95,34.56481481,33,33,32.1,32.14722222,29.28611111,29.80277778,33.7,33.7,32.40277778,32.6,33.3,33.2,59.93888889,77.25102409,44.025,44.77777778,34.39814815,62.49722222,63.16111111,80.11944444,78.78611111,131.6694444,121.7,50.07222222,50.30555556,73.30833333,70.11944444,57.60277778,59.61111111,1.198662165,0.092671361,0.654831976,0.067228417,0.430840848,0.204094591,0.385658541,0.389598249,0.626962391,-0.045133471,0.231856252,3.244246628,3.312348338,1.408478209,1.785007643,1.509803016,1.636042467,3.722222222,0.356232419,1.445833333,0.169444444,0.702777778,0.761111111,1.088888889,1.480555556,2.436111111,-0.302777778,1.313888889,9.7125,9.938888889,5.644444444,6.777777778,4.511111111,5.188888889,0.719803138,0.108201237,1.421034216,1.417746015,1.754947286,0.964887379,0.755215681,0.643770353,0.477803648,0.129219456,0.096072146,0.760654647,0.740799504,0.498942514,0.489303915,0.328874206,0.309990197
26,StandHeatPanel_Curved,Heating,Radiant,Curved electrical heating panel,"83, 57, 87",Mitsubishi,nan,Prototype,ID26_StandHeatPanel_Curved.jpg,10.1016/j.buildenv.2024.111260,7/10,nan,2022,"Left_Thigh, Right_Thigh, Left_Lower_Leg, Right_Lower_Leg, Left_Foot, Right_Foot",0,35,10,88,Technical University of Denmark,Denmark,Office,sitting,PT Teknik,Thermal,Female,24,ComfortControl,15.33055556,15.33055556,nan,nan,15.33055556,15.33055556,nan,nan,32.99722222,32.19776723,33.92361111,33.95,34.53333333,33,32.9,32,32,29.3,29.71944444,33.15555556,33.15,32.13055556,32.23611111,33.01388889,32.9,63.66111111,77.6072565,45.47083333,44.94722222,35.10092593,63.25833333,64.25,81.6,81.22222222,131.3666667,123.0138889,59.78472222,60.24444444,78.95277778,76.89722222,62.11388889,64.8,33.1,32.23993935,34,33.95416667,34.56666667,33,33,32.1,32.1,29.30833333,29.84722222,33.55,33.54861111,32.4,32.5,33.3,33.1,60.61944444,76.93975035,44.175,44.44722222,33.88333333,62.16666667,62.98333333,80.3,79.29722222,130.825,120.9444444,52.87361111,53.26388889,74.43333333,71.27777778,58.2,60.525,0.916578825,0.181451491,0.594826709,0.204234579,0.703304037,0.292734213,0.43229667,0.354281389,0.479087728,0.064229604,0.361709224,2.30952439,2.335685503,1.179232087,1.442136119,1.347799469,1.30073306,3.041666667,0.667506153,1.295833333,0.5,1.217592593,1.091666667,1.266666667,1.3,1.925,0.541666667,2.069444444,6.911111111,6.980555556,4.519444444,5.619444444,3.913888889,4.275,0.719803138,0.108201237,1.421034216,1.417746015,1.754947286,0.964887379,0.755215681,0.643770353,0.477803648,0.129219456,0.096072146,0.760654647,0.740799504,0.498942514,0.489303915,0.328874206,0.309990197
26,StandHeatPanel_Curved,Heating,Radiant,Curved electrical heating panel,"83, 57, 88",Mitsubishi,nan,Prototype,ID26_StandHeatPanel_Curved.jpg,10.1016/j.buildenv.2024.111260,4/10,nan,2022,"Left_Thigh, Right_Thigh, Left_Lower_Leg, Right_Lower_Leg, Left_Foot, Right_Foot",0,35,10,51,Technical University of Denmark,Denmark,Office,sitting,PT Teknik,Thermal,Female,24,ComfortControl,15.33055556,15.33055556,nan,nan,15.33055556,15.33055556,nan,nan,32.99722222,32.19776723,33.92361111,33.95,34.53333333,33,32.9,32,32,29.3,29.71944444,33.15555556,33.15,32.13055556,32.23611111,33.01388889,32.9,63.66111111,77.6072565,45.47083333,44.94722222,35.10092593,63.25833333,64.25,81.6,81.22222222,131.3666667,123.0138889,59.78472222,60.24444444,78.95277778,76.89722222,62.11388889,64.8,33.00555556,32.18339926,34,33.95,34.53333333,33,32.93055556,32,32.01944444,29.3,29.8,33.4,33.34722222,32.27222222,32.39444444,33.2,33.00277778,62.1,77.60144603,44.87638889,44.85,34.73888889,62.75833333,63.89444444,81.30833333,80.48611111,131.6277778,121.9166667,55.65833333,56.22222222,76.63055556,73.90833333,59.74444444,62.37222222,0.426010218,0.000989298,0.314207133,0.037768143,0.204736,0.134076739,0.123831814,0.057050312,0.164405841,-0.026944869,0.204586322,1.388157754,1.319205468,0.609142063,0.785023407,0.828850763,0.727885442,1.561111111,0.005810478,0.594444444,0.097222222,0.362037037,0.5,0.355555556,0.291666667,0.736111111,-0.261111111,1.097222222,4.126388889,4.022222222,2.322222222,2.988888889,2.369444444,2.427777778,0.719803138,0.108201237,1.421034216,1.417746015,1.754947286,0.964887379,0.755215681,0.643770353,0.477803648,0.129219456,0.096072146,0.760654647,0.740799504,0.498942514,0.489303915,0.328874206,0.309990197
26,StandHeatPanel_Curved,Heating,Radiant,Curved electrical heating panel,"83, 57, 89",Mitsubishi,nan,Prototype,ID26_StandHeatPanel_Curved.jpg,10.1016/j.buildenv.2024.111260,2/10,nan,2022,"Left_Thigh, Right_Thigh, Left_Lower_Leg, Right_Lower_Leg, Left_Foot, Right_Foot",0,35,10,25,Technical University of Denmark,Denmark,Office,sitting,PT Teknik,Thermal,Female,24,ComfortControl,15.33055556,15.33055556,nan,nan,15.33055556,15.33055556,nan,nan,32.99722222,32.19776723,33.92361111,33.95,34.53333333,33,32.9,32,32,29.3,29.71944444,33.15555556,33.15,32.13055556,32.23611111,33.01388889,32.9,63.66111111,77.6072565,45.47083333,44.94722222,35.10092593,63.25833333,64.25,81.6,81.22222222,131.3666667,123.0138889,59.78472222,60.24444444,78.95277778,76.89722222,62.11388889,64.8,33,32.20151635,34,33.95,34.53333333,33,32.9,32,32,29.3,29.8,33.25694444,33.25277778,32.2,32.3,33.1,33,62.74722222,77.49670359,45.10833333,44.82083333,34.75648148,62.84166667,64.09722222,81.40555556,80.65555556,131.6888889,121.7222222,57.78333333,58.32361111,77.275,75,60.8,63.05277778,0.247289691,0.035787963,0.221414082,0.049989547,0.191783942,0.111730616,0.040079642,0.038033541,0.111592924,-0.033251115,0.226566458,0.656095245,0.635684082,0.407189826,0.461685655,0.442518913,0.549877255,0.913888889,0.110552918,0.3625,0.126388889,0.344444444,0.416666667,0.152777778,0.194444444,0.566666667,-0.322222222,1.291666667,2.001388889,1.920833333,1.677777778,1.897222222,1.313888889,1.747222222,0.719803138,0.108201237,1.421034216,1.417746015,1.754947286,0.964887379,0.755215681,0.643770353,0.477803648,0.129219456,0.096072146,0.760654647,0.740799504,0.498942514,0.489303915,0.328874206,0.309990197
=======
