PCS_ID,PCS_Name,PCS_Level,Angle_Horizontal,Distance_Horizontal,Tset,Control_Method,Reference_time,Condition_without_PCS,Condition_with_PCS,Delta_P_All,Delta_P_Pelvis,Delta_P_Left_Upper_Arm,Delta_P_Right_Upper_Arm,Delta_P_Left_Forearm,Delta_P_Right_Forearm,Delta_P_Left_Hand,Delta_P_Right_Hand,Delta_P_Left_Lower_Leg,Delta_P_Right_Lower_Leg,Delta_P_Left_Foot,Delta_P_Right_Foot,PCS_Ta,PCS_MRT,PCS_RH,PCS_V,PCS_To,PCS_ET,PCS_Tsk_All,PCS_Tsk_Pelvis,PCS_Tsk_Left_Upper_Arm,PCS_Tsk_Right_Upper_Arm,PCS_Tsk_Left_Forearm,PCS_Tsk_Right_Forearm,PCS_Tsk_Left_Hand,PCS_Tsk_Right_Hand,PCS_Tsk_Left_Lower_Leg,PCS_Tsk_Right_Lower_Leg,PCS_Tsk_Left_Foot,PCS_Tsk_Right_Foot,PCS_P_All,PCS_P_Pelvis,PCS_P_Left_Upper_Arm,PCS_P_Right_Upper_Arm,PCS_P_Left_Forearm,PCS_P_Right_Forearm,PCS_P_Left_Hand,PCS_P_Right_Hand,PCS_P_Left_Lower_Leg,PCS_P_Right_Lower_Leg,PCS_P_Left_Foot,PCS_P_Right_Foot,Baseline_Ta,Baseline_MRT,Baseline_RH,Baseline_V,Baseline_To,Baseline_ET,Baseline_Tsk_All,Baseline_Tsk_Pelvis,Baseline_Tsk_Left_Upper_Arm,Baseline_Tsk_Right_Upper_Arm,Baseline_Tsk_Left_Forearm,Baseline_Tsk_Right_Forearm,Baseline_Tsk_Left_Hand,Baseline_Tsk_Right_Hand,Baseline_Tsk_Left_Lower_Leg,Baseline_Tsk_Right_Lower_Leg,Baseline_Tsk_Left_Foot,Baseline_Tsk_Right_Foot,Baseline_P_All,Baseline_P_Pelvis,Baseline_P_Left_Upper_Arm,Baseline_P_Right_Upper_Arm,Baseline_P_Left_Forearm,Baseline_P_Right_Forearm,Baseline_P_Left_Hand,Baseline_P_Right_Hand,Baseline_P_Left_Lower_Leg,Baseline_P_Right_Lower_Leg,Baseline_P_Left_Foot,Baseline_P_Right_Foot,PCS_ht_All,Baseline_ht_All,Delta_ht_All,Delta_Teq_All,PCS_ht_Pelvis,Baseline_ht_Pelvis,Delta_ht_Pelvis,Delta_Teq_Pelvis,PCS_ht_Left_Upper_Arm,Baseline_ht_Left_Upper_Arm,Delta_ht_Left_Upper_Arm,Delta_Teq_Left_Upper_Arm,PCS_ht_Right_Upper_Arm,Baseline_ht_Right_Upper_Arm,Delta_ht_Right_Upper_Arm,Delta_Teq_Right_Upper_Arm,PCS_ht_Left_Forearm,Baseline_ht_Left_Forearm,Delta_ht_Left_Forearm,Delta_Teq_Left_Forearm,PCS_ht_Right_Forearm,Baseline_ht_Right_Forearm,Delta_ht_Right_Forearm,Delta_Teq_Right_Forearm,PCS_ht_Left_Hand,Baseline_ht_Left_Hand,Delta_ht_Left_Hand,Delta_Teq_Left_Hand,PCS_ht_Right_Hand,Baseline_ht_Right_Hand,Delta_ht_Right_Hand,Delta_Teq_Right_Hand,PCS_ht_Left_Lower_Leg,Baseline_ht_Left_Lower_Leg,Delta_ht_Left_Lower_Leg,Delta_Teq_Left_Lower_Leg,PCS_ht_Right_Lower_Leg,Baseline_ht_Right_Lower_Leg,Delta_ht_Right_Lower_Leg,Delta_Teq_Right_Lower_Leg,PCS_ht_Left_Foot,Baseline_ht_Left_Foot,Delta_ht_Left_Foot,Delta_Teq_Left_Foot,PCS_ht_Right_Foot,Baseline_ht_Right_Foot,Delta_ht_Right_Foot,Delta_Teq_Right_Foot,Baseline_ht_Head,Baseline_P_Head,Delta_ht_Head,PCS_ht_Head,Delta_Teq_Head,Delta_P_Head,PCS_P_Head,PCS_Tsk_Head,Baseline_Tsk_Head,Baseline_ht_Chest,Baseline_P_Chest,Delta_ht_Chest,PCS_ht_Chest,Delta_Teq_Chest,Delta_P_Chest,PCS_P_Chest,PCS_Tsk_Chest,Baseline_Tsk_Chest,Baseline_ht_Back,Baseline_P_Back,Delta_ht_Back,PCS_ht_Back,Delta_Teq_Back,Delta_P_Back,PCS_P_Back,PCS_Tsk_Back,Baseline_Tsk_Back,Baseline_ht_Left_Thigh,Baseline_P_Left_Thigh,Delta_ht_Left_Thigh,PCS_ht_Left_Thigh,Delta_Teq_Left_Thigh,Delta_P_Left_Thigh,PCS_P_Left_Thigh,PCS_Tsk_Left_Thigh,Baseline_Tsk_Left_Thigh,Baseline_ht_Right_Thigh,Baseline_P_Right_Thigh,Delta_ht_Right_Thigh,PCS_ht_Right_Thigh,Delta_Teq_Right_Thigh,Delta_P_Right_Thigh,PCS_P_Right_Thigh,PCS_Tsk_Right_Thigh,Baseline_Tsk_Right_Thigh
10,Standing fan (DeLonghi),High,270.0,150.0,22,TskControl34,2025-02-22 17:53:54,2025-02-22_ID0_NoPCS_Ta22_TskControl34.csv,2025-02-22_ID10_Standing fan (DeLonghi)_High_Angle270_Distance150_Ta22_TskControl34.csv,14.4,-2.04,18.2,22.6,15.86,32.84,28.1,31.42,1.94,1.16,-2.84,-3.26,22.3,22.3,58.98,0.14,22.3,22.7,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,91.6,55.78,85.4,99.46,100.34,133.16,158.3,144.8,93.42,97.48,63.48,63.02,22.1,21.9,67.05,0.12,22.0,22.6,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,77.2,57.82,67.2,76.86,84.48,100.32,130.2,113.38,91.48,96.32,66.32,66.28,7.83,6.43,1.4,-2.24,4.77,4.82,-0.05,0.42,7.3,5.6,1.7,-3.25,8.5,6.4,2.1,-3.53,8.58,7.04,1.54,-2.25,11.38,8.36,3.02,-3.93,13.53,10.85,2.68,-2.59,12.38,9.45,2.93,-3.33,7.98,7.62,0.36,-0.25,8.33,8.03,0.3,-0.14,5.43,5.53,-0.1,0.51,5.39,5.52,-0.14,0.59,3.45,41.44,3.46,6.91,-12.55,39.42,80.87,34.0,34.0,3.68,44.1,0.33,4.0,-0.76,2.75,46.85,34.0,34.0,5.61,67.3,2.74,8.35,-5.9,30.37,97.67,34.0,34.0,7.87,94.46,0.61,8.48,-0.72,4.81,99.27,34.0,34.0,8.12,97.43,0.46,8.57,-0.48,2.89,100.32,34.0,34.0
10,Standing fan (DeLonghi),Low,225.0,150.0,25,TskControl34,2025-02-07 16:59:54,2025-02-07_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-07_ID10_Standing fan (DeLonghi)_Low_Angle225_Distance150_Ta25_TskControl34.csv,5.44,0.64,14.5,1.66,-0.46,8.26,7.6,21.16,-0.2,-2.62,0.54,-0.5,25.0,25.0,71.11,0.1,25.0,26.23,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.96,30.7,60.44,56.84,53.26,71.04,75.86,85.48,66.68,68.02,46.16,45.76,24.9,25.1,71.54,0.08,25.01,26.32,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,50.52,30.06,45.94,55.18,53.72,62.78,68.26,64.32,66.88,70.64,45.62,46.26,6.22,5.62,0.6,-0.97,3.41,3.34,0.07,-0.19,6.72,5.11,1.61,-2.84,6.32,6.14,0.18,-0.27,5.92,5.98,-0.06,0.08,7.89,6.98,0.91,-1.18,8.43,7.59,0.84,-1.0,9.5,7.15,2.34,-2.96,7.41,7.44,-0.03,0.03,7.56,7.86,-0.3,0.33,5.13,5.07,0.05,-0.11,5.08,5.15,-0.06,0.1,3.23,29.02,2.76,5.99,-7.72,24.87,53.89,34.0,34.0,3.27,29.4,0.35,3.62,-1.04,3.22,32.62,34.0,34.0,5.02,45.15,0.7,5.72,-1.65,6.32,51.47,34.0,34.0,6.28,56.44,0.23,6.51,-0.44,2.13,58.57,34.0,34.0,7.0,62.93,0.11,7.11,-0.19,1.1,64.03,34.0,34.0
10,Standing fan (DeLonghi),Low,270.0,150.0,22,TskControl34,2025-02-22 17:17:04,2025-02-22_ID0_NoPCS_Ta22_TskControl34.csv,2025-02-22_ID10_Standing fan (DeLonghi)_Low_Angle270_Distance150_Ta22_TskControl34.csv,6.34,-3.14,14.62,8.5,18.32,14.5,29.88,16.48,-2.12,-3.1,-2.5,-3.02,22.4,22.3,63.35,0.0,22.3,22.73,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,83.54,54.68,81.82,85.36,102.8,114.82,160.08,129.86,89.36,93.22,63.82,63.26,22.1,21.9,67.05,0.12,22.0,22.6,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,77.2,57.82,67.2,76.86,84.48,100.32,130.2,113.38,91.48,96.32,66.32,66.28,7.14,6.43,0.71,-0.99,4.67,4.82,-0.14,0.65,6.99,5.6,1.39,-2.61,7.3,6.4,0.89,-1.33,8.79,7.04,1.75,-2.6,9.81,8.36,1.45,-1.73,13.68,10.85,2.83,-2.75,11.1,9.45,1.65,-1.74,7.64,7.62,0.01,0.28,7.97,8.03,-0.06,0.39,5.45,5.53,-0.07,0.45,5.41,5.52,-0.12,0.55,3.45,41.44,2.17,5.62,-7.25,24.32,65.76,34.0,34.0,3.68,44.1,0.07,3.75,0.06,-0.26,43.84,34.0,34.0,5.61,67.3,1.63,7.24,-3.53,17.4,84.7,34.0,34.0,7.87,94.46,-0.2,7.67,0.55,-4.72,89.74,34.0,34.0,8.12,97.43,-0.33,7.79,0.71,-6.26,91.17,34.0,34.0
11,Midiam evaporative cooler (purple),Level3,135.0,60.0,25,TskControl34,2025-02-10 17:50:59,2025-02-10_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-10_ID11_Midiam evaporative cooler (purple)_Level3_Angle135_Distance60_Ta25_TskControl34.csv,0.3,-4.32,0.92,-5.68,9.62,-3.8,13.02,1.2,2.2,-1.0,-0.34,-0.68,24.8,25.0,66.77,0.12,24.9,25.75,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.92,29.26,50.62,49.34,72.74,72.2,107.1,83.24,72.24,70.96,49.34,47.88,25.1,25.1,69.38,0.17,25.1,26.15,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.62,33.58,49.7,55.02,63.12,76.0,94.08,82.04,70.04,71.96,49.68,48.56,6.15,6.25,-0.1,-0.05,3.22,3.77,-0.56,1.14,5.56,5.58,-0.02,-0.16,5.42,6.18,-0.76,0.92,7.99,7.09,0.9,-1.36,7.93,8.54,-0.61,0.44,11.77,10.57,1.2,-1.23,9.15,9.22,-0.07,-0.13,7.94,7.87,0.07,-0.28,7.8,8.09,-0.29,0.12,5.42,5.58,-0.16,0.06,5.26,5.46,-0.19,0.12,3.27,29.13,1.01,4.28,-2.19,9.84,38.97,34.0,34.0,3.44,30.59,-0.34,3.1,0.65,-2.39,28.2,34.0,34.0,5.26,46.83,-0.44,4.82,0.53,-2.94,43.89,34.0,34.0,7.58,67.48,0.06,7.64,-0.28,2.03,69.51,34.0,34.0,7.93,70.57,-0.49,7.44,0.37,-2.88,67.69,34.0,34.0
11,Midiam evaporative cooler (purple),Level4,135.0,60.0,28,TskControl34,2025-05-21 12:17:46,2025-05-21_ID0_NoPCS_Ta28_TskControl34.csv,2025-05-21_ID11_Midiam evaporative cooler (purple)_Level4_Angle135_Distance60_Ta28_TskControl34.csv,1.88,-9.46,6.82,0.36,18.5,-0.2,-1.72,0.6,-2.66,-2.92,-3.0,-1.3,,,,,,,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,38.08,20.9,37.02,32.08,56.2,39.66,43.72,44.32,44.9,44.3,31.4,29.42,,,,,,,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,36.2,30.36,30.2,31.72,37.7,39.86,45.44,43.72,47.56,47.22,34.4,30.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.06,0.0,0.0,0.0,25.76,44.81,34.0,34.0,0.0,19.98,0.0,0.0,0.0,7.57,27.55,34.0,34.0,0.0,34.48,0.0,0.0,0.0,-2.26,32.22,34.0,34.0,0.0,44.98,0.0,0.0,0.0,-3.2,41.78,34.0,34.0,0.0,46.38,0.0,0.0,0.0,-3.67,42.71,34.0,34.0
11,Midiam evaporative cooler (purple),Level1,135.0,60.0,28,TskControl34,2025-05-21 13:41:46,2025-05-21_ID0_NoPCS_Ta28_TskControl34.csv,2025-05-21_ID11_Midiam evaporative cooler (purple)_Level1_Angle135_Distance60_Ta28_TskControl34.csv,-2.88,-13.42,1.8,-2.48,9.0,0.02,-3.08,-0.86,-5.74,-6.04,-2.82,-1.7,,,,,,,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.32,16.94,32.0,29.24,46.7,39.88,42.36,42.86,41.82,41.18,31.58,29.02,,,,,,,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,36.2,30.36,30.2,31.72,37.7,39.86,45.44,43.72,47.56,47.22,34.4,30.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.06,0.0,0.0,0.0,7.19,26.24,34.0,34.0,0.0,19.98,0.0,0.0,0.0,2.35,22.33,34.0,34.0,0.0,34.48,0.0,0.0,0.0,-6.67,27.81,34.0,34.0,0.0,44.98,0.0,0.0,0.0,-6.01,38.97,34.0,34.0,0.0,46.38,0.0,0.0,0.0,-6.69,39.69,34.0,34.0
11,Midiam evaporative cooler (purple),Level2,135.0,60.0,22,TskControl34,2025-02-24 11:31:31,2025-02-24_ID0_NoPCS_Ta22_TskControl34.csv,2025-02-24_ID11_Midiam evaporative cooler (purple)_Level2_Angle135_Distance60_Ta22_TskControl34.csv,0.4,-6.88,-0.72,-2.2,3.74,0.9,5.66,1.74,0.44,-0.68,-0.3,-0.12,22.3,22.5,37.98,0.13,22.39,22.25,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,76.7,49.96,64.84,72.74,86.08,106.36,126.98,124.8,92.1,95.38,64.1,65.32,22.3,22.5,37.98,0.13,22.39,22.25,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,76.3,56.84,65.56,74.94,82.34,105.46,121.32,123.06,91.66,96.06,64.4,65.44,6.61,6.57,0.03,-0.06,4.3,4.9,-0.59,1.41,5.58,5.65,-0.06,0.13,6.27,6.45,-0.19,0.34,7.41,7.09,0.32,-0.53,9.16,9.08,0.08,-0.1,10.94,10.45,0.49,-0.54,10.75,10.6,0.15,-0.16,7.93,7.89,0.04,-0.06,8.22,8.27,-0.06,0.08,5.52,5.55,-0.03,0.05,5.63,5.64,-0.01,0.02,3.49,40.47,1.15,4.64,-2.11,13.39,53.86,34.0,34.0,3.74,43.47,0.12,3.86,-0.35,1.35,44.82,34.0,34.0,5.67,65.77,-0.3,5.37,0.61,-3.45,62.32,34.0,34.0,8.01,93.02,-0.05,7.96,0.06,-0.57,92.45,34.0,34.0,8.26,95.87,-0.14,8.12,0.21,-1.63,94.24,34.0,34.0
11,Midiam evaporative cooler (purple),Level3,135.0,60.0,28,TskControl34,2025-05-21 12:44:51,2025-05-21_ID0_NoPCS_Ta28_TskControl34.csv,2025-05-21_ID11_Midiam evaporative cooler (purple)_Level3_Angle135_Distance60_Ta28_TskControl34.csv,0.26,-11.02,4.66,-0.94,11.1,-1.24,-4.74,-1.46,-2.02,-4.08,-2.68,-1.46,,,,,,,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,36.46,19.34,34.86,30.78,48.8,38.62,40.7,42.26,45.54,43.14,31.72,29.26,,,,,,,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,36.2,30.36,30.2,31.72,37.7,39.86,45.44,43.72,47.56,47.22,34.4,30.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.06,0.0,0.0,0.0,22.4,41.46,34.0,34.0,0.0,19.98,0.0,0.0,0.0,5.73,25.71,34.0,34.0,0.0,34.48,0.0,0.0,0.0,-3.68,30.8,34.0,34.0,0.0,44.98,0.0,0.0,0.0,-4.53,40.45,34.0,34.0,0.0,46.38,0.0,0.0,0.0,-5.03,41.35,34.0,34.0
11,Midiam evaporative cooler (purple),Level2,135.0,60.0,28,TskControl34,2025-05-21 13:03:41,2025-05-21_ID0_NoPCS_Ta28_TskControl34.csv,2025-05-21_ID11_Midiam evaporative cooler (purple)_Level2_Angle135_Distance60_Ta28_TskControl34.csv,-0.72,-11.24,2.42,-1.76,11.74,-1.12,-1.96,-1.0,-2.5,-4.66,-2.04,-1.58,,,,,,,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,35.48,19.12,32.62,29.96,49.44,38.74,43.48,42.72,45.06,42.56,32.36,29.14,,,,,,,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,36.2,30.36,30.2,31.72,37.7,39.86,45.44,43.72,47.56,47.22,34.4,30.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.06,0.0,0.0,0.0,16.22,35.28,34.0,34.0,0.0,19.98,0.0,0.0,0.0,4.04,24.02,34.0,34.0,0.0,34.48,0.0,0.0,0.0,-4.55,29.94,34.0,34.0,0.0,44.98,0.0,0.0,0.0,-4.93,40.05,34.0,34.0,0.0,46.38,0.0,0.0,0.0,-4.83,41.55,34.0,34.0
11,Midiam evaporative cooler (purple),Level3,135.0,60.0,22,TskControl34,2025-02-24 11:44:51,2025-02-24_ID0_NoPCS_Ta22_TskControl34.csv,2025-02-24_ID11_Midiam evaporative cooler (purple)_Level3_Angle135_Distance60_Ta22_TskControl34.csv,0.34,-7.9,-1.06,-1.86,4.42,1.22,4.56,1.3,0.06,-1.12,-0.16,-0.5,22.3,22.5,37.98,0.13,22.39,22.25,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,76.64,48.94,64.5,73.08,86.76,106.68,125.88,124.36,91.72,94.94,64.24,64.94,22.3,22.5,37.98,0.13,22.39,22.25,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,76.3,56.84,65.56,74.94,82.34,105.46,121.32,123.06,91.66,96.06,64.4,65.44,6.6,6.57,0.03,-0.05,4.22,4.9,-0.68,1.61,5.56,5.65,-0.09,0.19,6.29,6.45,-0.16,0.29,7.47,7.09,0.38,-0.62,9.19,9.08,0.11,-0.13,10.84,10.45,0.39,-0.44,10.71,10.6,0.11,-0.12,7.9,7.89,0.01,-0.01,8.18,8.27,-0.1,0.14,5.53,5.55,-0.01,0.03,5.59,5.64,-0.04,0.09,3.49,40.47,1.82,5.3,-3.77,21.09,61.56,34.0,34.0,3.74,43.47,0.03,3.78,-0.1,0.39,43.86,34.0,34.0,5.67,65.77,-0.3,5.37,0.6,-3.43,62.34,34.0,34.0,8.01,93.02,-0.21,7.8,0.3,-2.48,90.54,34.0,34.0,8.26,95.87,-0.39,7.87,0.53,-4.48,91.39,34.0,34.0
11,Midiam evaporative cooler (purple),Level4,135.0,60.0,22,TskControl34,2025-02-24 12:02:16,2025-02-24_ID0_NoPCS_Ta22_TskControl34.csv,2025-02-24_ID11_Midiam evaporative cooler (purple)_Level4_Angle135_Distance60_Ta22_TskControl34.csv,0.46,-10.08,0.68,-1.18,4.94,1.14,8.3,-3.36,-1.92,-1.38,-0.12,-0.26,21.5,22.4,31.27,0.31,21.83,21.73,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,76.76,46.76,66.24,73.76,87.28,106.6,129.62,119.7,89.74,94.68,64.28,65.18,22.3,22.5,37.98,0.13,22.39,22.25,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,76.3,56.84,65.56,74.94,82.34,105.46,121.32,123.06,91.66,96.06,64.4,65.44,6.31,6.57,-0.26,-0.07,3.84,4.9,-1.05,2.06,5.44,5.65,-0.2,-0.12,6.06,6.45,-0.39,0.18,7.17,7.09,0.08,-0.7,8.76,9.08,-0.32,-0.13,10.65,10.45,0.2,-0.79,9.84,10.6,-0.76,0.32,7.37,7.89,-0.52,0.24,7.78,8.27,-0.49,0.17,5.28,5.55,-0.27,0.02,5.36,5.64,-0.28,0.05,3.49,40.47,2.14,5.63,-5.26,28.02,68.5,34.0,34.0,3.74,43.47,-0.11,3.64,-0.21,0.8,44.27,34.0,34.0,5.67,65.77,-0.61,5.05,0.72,-4.28,61.49,34.0,34.0,8.01,93.02,-0.79,7.22,0.62,-5.16,87.86,34.0,34.0,8.26,95.87,-0.77,7.49,0.54,-4.76,91.11,34.0,34.0
11,Midiam evaporative cooler (purple),Level4,135.0,60.0,25,TskControl34,2025-02-10 18:05:59,2025-02-10_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-10_ID11_Midiam evaporative cooler (purple)_Level4_Angle135_Distance60_Ta25_TskControl34.csv,0.52,-3.7,1.02,-6.3,9.3,-5.32,12.7,2.78,3.74,-0.58,-0.56,-0.36,24.8,24.9,67.19,0.02,24.87,25.77,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,56.14,29.88,50.72,48.72,72.42,70.68,106.78,84.82,73.78,71.38,49.12,48.2,25.1,25.1,69.38,0.17,25.1,26.15,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.62,33.58,49.7,55.02,63.12,76.0,94.08,82.04,70.04,71.96,49.68,48.56,6.15,6.25,-0.1,-0.08,3.27,3.77,-0.5,0.98,5.56,5.58,-0.03,-0.18,5.34,6.18,-0.85,1.02,7.93,7.09,0.84,-1.31,7.74,8.54,-0.8,0.62,11.7,10.57,1.12,-1.2,9.29,9.22,0.07,-0.3,8.08,7.87,0.21,-0.48,7.82,8.09,-0.27,0.07,5.38,5.58,-0.2,0.1,5.28,5.46,-0.18,0.07,3.27,29.13,1.05,4.33,-2.45,10.37,39.51,34.0,34.0,3.44,30.59,-0.38,3.05,0.75,-2.71,27.88,34.0,34.0,5.26,46.83,-0.36,4.9,0.38,-2.11,44.72,34.0,34.0,7.58,67.48,0.07,7.65,-0.31,2.35,69.83,34.0,34.0,7.93,70.57,-0.57,7.36,0.42,-3.38,67.19,34.0,34.0
11,Midiam evaporative cooler (purple),Level1,135.0,60.0,25,TskControl34,2025-02-10 17:25:59,2025-02-10_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-10_ID11_Midiam evaporative cooler (purple)_Level1_Angle135_Distance60_Ta25_TskControl34.csv,-1.54,-7.86,0.78,-7.3,7.22,-5.46,9.38,0.0,2.92,-1.56,-1.68,-1.86,24.9,25.1,67.63,0.19,24.98,25.91,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,54.08,25.72,50.48,47.72,70.34,70.54,103.46,82.04,72.96,70.4,48.0,46.7,25.1,25.1,69.38,0.17,25.1,26.15,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.62,33.58,49.7,55.02,63.12,76.0,94.08,82.04,70.04,71.96,49.68,48.56,6.0,6.25,-0.25,0.25,2.85,3.77,-0.92,2.08,5.6,5.58,0.01,-0.14,5.29,6.18,-0.89,1.18,7.8,7.09,0.71,-1.02,7.82,8.54,-0.72,0.64,11.47,10.57,0.9,-0.89,9.1,9.22,-0.12,0.0,8.09,7.87,0.22,-0.37,7.8,8.09,-0.28,0.19,5.32,5.58,-0.26,0.3,5.18,5.46,-0.28,0.34,3.27,29.13,0.21,3.48,-0.21,2.27,31.4,34.0,34.0,3.44,30.59,-0.42,3.02,0.94,-3.38,27.21,34.0,34.0,5.26,46.83,-0.7,4.56,1.0,-5.66,41.17,34.0,34.0,7.58,67.48,0.14,7.72,-0.27,2.19,69.67,34.0,34.0,7.93,70.57,-0.54,7.39,0.49,-3.88,66.69,34.0,34.0
11,Midiam evaporative cooler (purple),Level2,135.0,60.0,25,TskControl34,2025-02-10 17:38:29,2025-02-10_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-10_ID11_Midiam evaporative cooler (purple)_Level2_Angle135_Distance60_Ta25_TskControl34.csv,-0.57,-6.53,0.55,-5.95,8.75,-4.02,11.05,2.38,3.46,-1.24,-1.15,-1.36,24.9,25.0,66.79,0.0,25.0,25.87,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.05,27.05,50.25,49.07,71.87,71.98,105.13,84.42,73.5,70.72,48.53,47.2,25.1,25.1,69.38,0.17,25.1,26.15,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.62,33.58,49.7,55.02,63.12,76.0,94.08,82.04,70.04,71.96,49.68,48.56,6.12,6.25,-0.13,0.09,3.01,3.77,-0.77,1.73,5.58,5.58,-0.0,-0.1,5.45,6.18,-0.73,0.96,7.99,7.09,0.89,-1.23,8.0,8.54,-0.54,0.47,11.68,10.57,1.11,-1.05,9.38,9.22,0.16,-0.26,8.17,7.87,0.3,-0.44,7.86,8.09,-0.23,0.15,5.39,5.58,-0.19,0.21,5.24,5.46,-0.21,0.25,3.27,29.13,0.6,3.87,-1.1,5.74,34.87,34.0,34.0,3.44,30.59,-0.38,3.06,0.84,-3.03,27.56,34.0,34.0,5.26,46.83,-0.54,4.72,0.77,-4.35,42.47,34.0,34.0,7.58,67.48,0.1,7.68,-0.21,1.65,69.13,34.0,34.0,7.93,70.57,-0.46,7.47,0.41,-3.32,67.25,34.0,34.0
11,Midiam evaporative cooler (purple),Level1,135.0,60.0,22,TskControl34,2025-02-24 11:19:21,2025-02-24_ID0_NoPCS_Ta22_TskControl34.csv,2025-02-24_ID11_Midiam evaporative cooler (purple)_Level1_Angle135_Distance60_Ta22_TskControl34.csv,-0.9,-5.94,0.28,-4.06,2.76,-3.12,9.62,-1.8,0.52,-0.38,1.06,-0.22,22.3,22.5,37.98,0.13,22.39,22.25,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,75.4,50.9,65.84,70.88,85.1,102.34,130.94,121.26,92.18,95.68,65.46,65.22,22.3,22.5,37.98,0.13,22.39,22.25,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,76.3,56.84,65.56,74.94,82.34,105.46,121.32,123.06,91.66,96.06,64.4,65.44,6.49,6.57,-0.08,0.14,4.38,4.9,-0.51,1.21,5.67,5.65,0.02,-0.05,6.11,6.45,-0.35,0.63,7.33,7.09,0.24,-0.39,8.81,9.08,-0.27,0.34,11.28,10.45,0.83,-0.92,10.44,10.6,-0.16,0.17,7.94,7.89,0.04,-0.07,8.24,8.27,-0.03,0.05,5.64,5.55,0.09,-0.19,5.62,5.64,-0.02,0.04,3.49,40.47,0.4,3.88,-0.39,4.61,45.08,34.0,34.0,3.74,43.47,-0.1,3.64,0.31,-1.17,42.3,34.0,34.0,5.67,65.77,-0.35,5.31,0.74,-4.1,61.68,34.0,34.0,8.01,93.02,-0.05,7.96,0.06,-0.61,92.41,34.0,34.0,8.26,95.87,-0.2,8.06,0.3,-2.31,93.56,34.0,34.0
